sampleId	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	N50	N75	L50	L75	# N's per 100 kbp
10770_5#62	10770_5#62.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	29	27	26	23	17	2817462	2816411	2812194	2804370	2761115	2526119	31	403609	2817462	174169	124504	6	11	0.60
10770_5#63	10770_5#63.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	29	27	27	23	16	2818016	2816845	2812605	2812605	2744956	2490758	31	403166	2818016	169030	124456	7	12	0.53
10770_5#64	10770_5#64.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	28	24	24	23	17	2820060	2819602	2809717	2809717	2797945	2570104	28	403756	2819602	150704	107726	6	11	0.71
10770_5#65	10770_5#65.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	28	23	23	22	16	2818578	2818578	2807837	2807837	2786764	2569853	28	403687	2818578	169623	108136	5	10	0.92
10770_5#66	10770_5#66.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	30	26	26	24	17	2818511	2817887	2808109	2808109	2775264	2498854	31	403703	2818511	150704	86867	6	12	0.67
10770_5#67	10770_5#67.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	28	24	24	22	17	2817529	2816670	2808317	2808317	2775472	2600579	29	326303	2817529	165920	113223	7	12	0.78
10770_5#68	10770_5#68.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	28	27	27	23	18	2817560	2815732	2813805	2813805	2735683	2544324	30	403197	2817214	150834	108244	7	12	0.71
10770_5#69	10770_5#69.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	26	22	22	21	16	2819260	2817865	2809522	2809522	2797750	2610956	28	403732	2819260	209724	124068	5	10	0.82
10770_5#6	10770_5#6.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	26	25	25	21	17	2818443	2815259	2813271	2813271	2745809	2605312	30	403287	2818097	179350	108816	6	11	1.14
10770_5#70	10770_5#70.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	28	26	26	22	19	2817738	2817405	2813111	2813111	2745859	2643665	28	273091	2817405	167225	108035	7	13	0.75
10770_5#71	10770_5#71.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	28	27	26	22	16	2817627	2815026	2813105	2805281	2745761	2519023	30	579510	2816507	169034	108244	6	11	0.60
10770_5#72	10770_5#72.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	25	23	23	21	16	2818511	2818087	2813847	2813847	2783709	2595020	25	403308	2818087	190721	125521	6	10	0.60
10770_5#73	10770_5#73.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	27	23	23	22	16	2819019	2818561	2808747	2808747	2787674	2561416	27	403774	2818561	169661	123997	6	10	0.71
10770_5#74	10770_5#74.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	32	30	30	26	19	2817652	2816478	2812254	2812254	2735489	2462835	34	261663	2817652	150577	70284	8	14	0.67
10770_5#75	10770_5#75.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	31	29	28	25	19	2817362	2816979	2812748	2804223	2752567	2521140	31	236474	2816979	150558	87494	8	14	0.57
10770_5#76	10770_5#76.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	28	26	26	22	17	2817175	2817175	2812957	2812957	2739496	2550950	28	403743	2817175	179610	108136	6	12	0.75
10770_5#77	10770_5#77.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	29	25	25	23	17	2818464	2818124	2808134	2808134	2775252	2548955	29	385577	2818124	150707	100928	6	11	0.75
10770_5#78	10770_5#78.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	31	27	27	25	18	2818137	2817310	2808938	2808938	2775788	2512508	32	326304	2818137	147713	88333	7	13	0.75
10770_5#79	10770_5#79.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	29	28	27	23	17	2817632	2817632	2815315	2806789	2734113	2496937	29	403769	2817632	174169	86959	6	12	0.92
10770_5#7	10770_5#7.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	28	27	26	23	17	2817603	2817603	2815678	2806142	2749903	2543742	28	403318	2817603	174160	100929	6	11	0.71
10770_5#80	10770_5#80.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	29	27	27	23	18	2817097	2815156	2811646	2811646	2738963	2549737	31	403613	2816687	150574	107671	7	12	0.64
10770_5#81	10770_5#81.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	28	26	25	21	17	2816621	2815648	2811427	2802897	2726105	2573869	29	403657	2816621	174169	120375	6	12	0.60
10770_5#82	10770_5#82.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	26	25	25	23	16	2817442	2815622	2813700	2813700	2783545	2523585	28	403451	2817096	174717	102912	6	11	0.71
10770_5#87	10770_5#87.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	28	27	27	24	18	2817351	2815521	2813596	2813596	2762376	2567867	30	284141	2817005	166938	108805	7	13	0.60
10770_5#89	10770_5#89.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	28	27	27	24	18	2816252	2814923	2813005	2813005	2761806	2535473	29	403338	2815782	169074	100868	7	13	0.57
10770_5#8	10770_5#8.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	29	27	27	24	17	2818904	2818904	2814663	2814663	2768122	2501285	29	403538	2818904	169109	100929	7	12	0.67
10770_5#9	10770_5#9.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	29	27	27	22	17	2817258	2816344	2812111	2812111	2728667	2550341	29	403130	2816344	174717	101018	6	12	0.64
10868_1#10	10868_1#10.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	28	26	26	23	17	2818734	2817647	2813409	2813409	2762231	2536092	28	403543	2817647	174739	100929	6	12	0.67
10868_1#11	10868_1#11.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	26	25	25	20	15	2818560	2818089	2816163	2816163	2737604	2545069	26	403474	2818089	179351	125459	6	10	0.82
10868_1#12	10868_1#12.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	32	31	31	25	17	2817677	2814691	2812767	2812767	2697631	2385880	34	403684	2816170	128474	86971	7	13	0.57
10868_1#1	10868_1#1.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	29	27	27	23	18	2817263	2815574	2811348	2811348	2744029	2587703	31	403468	2817263	150587	108078	7	12	0.75
10868_1#2	10868_1#2.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	31	30	28	23	17	2819846	2819376	2817053	2802316	2711934	2486922	31	403610	2819376	169093	101018	7	12	0.57
10868_1#33	10868_1#33.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	30	28	28	24	19	2818669	2817898	2813657	2813657	2746285	2568048	30	284165	2817898	167025	100929	7	13	0.64
10868_1#34	10868_1#34.spades.improved.quast.csv-10868_1_34.spades.improved	30	26	23	22	19	15	2828431	2826092	2819286	2810845	2746815	2598486	27	406338	2827089	173985	132019	6	10	0.04
10868_1#35	10868_1#35.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	27	25	24	20	15	2818426	2818062	2813819	2804246	2733359	2540583	27	403222	2818062	174171	124411	5	10	0.67
10868_1#3	10868_1#3.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	26	25	25	22	18	2818139	2815793	2813870	2813870	2762615	2607696	29	403459	2818139	169088	108254	7	12	0.60
10868_1#4	10868_1#4.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	33	29	28	25	18	2817616	2814699	2805728	2798706	2748561	2485997	37	403906	2817616	150593	86924	6	12	0.92
10868_1#5	10868_1#5.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	30	29	28	23	18	2817709	2815436	2813511	2803958	2720482	2551348	32	403689	2816916	150709	100929	7	13	0.53
10868_1#6	10868_1#6.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	30	26	26	23	17	2818378	2817548	2808783	2808783	2758001	2531054	30	403758	2817548	150552	101017	6	11	0.71
10868_1#7	10868_1#7.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	27	24	24	21	13	2819664	2818076	2813092	2813092	2756707	2438363	28	566010	2818614	229425	86921	4	9	0.85
10868_1#8	10868_1#8.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	30	26	25	22	16	2820302	2817528	2808864	2800330	2738661	2503341	33	403842	2819983	150593	111426	6	12	0.60
10868_1#9	10868_1#9.spades.improved.quast.csv-10868_1_9.spades.improved	26	23	21	21	19	16	2829146	2827036	2821446	2821446	2780957	2672756	25	406342	2828697	190713	133094	6	10	0.04
10900_1#28	10900_1#28.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	30	27	27	24	16	2818075	2817215	2809228	2809228	2761442	2453234	31	403561	2818075	150583	100990	6	11	0.75
12029_1#51	12029_1#51.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	47	33	27	27	23	17	2830395	2822873	2807780	2807780	2734819	2505531	41	304671	2828075	166456	86905	7	12	0.00
12029_1#52	12029_1#52.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	35	29	29	25	18	2826476	2820358	2808670	2808670	2730881	2463705	42	236156	2825276	167233	87744	8	13	0.00
12029_1#53	12029_1#53.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	35	30	29	25	18	2825783	2819873	2809090	2799221	2734671	2466465	42	236160	2824613	167779	108036	8	13	0.00
12029_1#54	12029_1#54.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	34	26	26	23	17	2832768	2826342	2808517	2808517	2751499	2528884	40	495777	2830451	167969	91042	6	12	0.00
12075_1#75	12075_1#75.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	79	45	34	34	27	18	2838626	2824206	2800150	2800150	2675968	2335252	50	326301	2827438	125555	73203	8	15	0.00
12075_1#77	12075_1#77.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	56	37	28	28	23	15	2835848	2826982	2809022	2809022	2719776	2420084	41	348230	2830412	168048	108000	7	12	0.00
13414_7#10	13414_7#10.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	37	30	29	25	17	2791363	2790322	2771153	2765916	2699607	2404319	38	415715	2791007	125530	91152	6	12	0.82
13414_7#11	13414_7#11.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	33	28	28	24	17	2791872	2788978	2774882	2774882	2705527	2413744	35	284650	2790721	146747	99506	7	13	0.90
13414_7#12	13414_7#12.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	29	26	26	24	16	2772083	2771010	2764287	2764287	2729188	2445270	30	436923	2771723	149583	100989	6	12	0.69
13414_7#15	13414_7#15.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	33	28	26	23	16	2775814	2774339	2764965	2752093	2686682	2440929	34	565654	2775198	150654	88351	5	11	0.58
13414_7#16	13414_7#16.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	32	29	28	23	16	2774850	2772985	2767201	2758431	2668296	2416955	33	583461	2773648	143397	86803	6	12	0.83
13414_7#17	13414_7#17.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	32	28	27	24	16	2754837	2751905	2744751	2736209	2665836	2350364	34	577928	2753559	146268	63859	6	11	0.54
13414_7#18	13414_7#18.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	34	31	30	24	17	2806219	2803248	2793793	2783872	2675835	2409699	36	502216	2804688	146833	82643	6	13	0.57
13414_7#19	13414_7#19.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	31	29	29	26	16	2773332	2771952	2767405	2767405	2707402	2364231	32	384282	2772665	150657	101096	7	13	0.58
13414_7#1	13414_7#1.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	33	27	27	24	16	2793499	2790812	2777704	2777704	2717788	2402739	35	403757	2792397	175876	85895	6	12	1.07
13414_7#2	13414_7#2.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	33	30	29	25	18	2781915	2779351	2772587	2765221	2690304	2427754	35	503653	2780852	124472	83897	7	13	1.26
13414_7#3	13414_7#3.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	29	26	26	23	14	2743640	2740900	2734201	2734201	2676981	2348130	31	409189	2742217	156477	108146	6	11	0.91
13414_7#4	13414_7#4.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	50	44	36	35	28	20	2895004	2891895	2870827	2861948	2753562	2443395	46	298258	2893456	138848	67676	8	16	1.52
13414_7#5	13414_7#5.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	28	25	25	23	17	2746174	2745315	2739737	2739737	2695221	2459444	29	409118	2746174	156473	101034	6	11	0.69
13414_7#6	13414_7#6.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	29	27	26	22	18	2804904	2804191	2797940	2788055	2715450	2572162	30	504131	2804904	170610	91821	6	12	0.93
13414_7#7	13414_7#7.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	31	27	26	23	17	2774178	2772633	2764611	2755851	2691577	2472032	32	462604	2773374	177037	86821	6	11	0.54
13414_7#8	13414_7#8.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	27	24	23	22	13	2748456	2746060	2740280	2733149	2717208	2397718	27	565704	2746060	247144	108271	4	9	0.76
13415_2#86	13415_2#86.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	34	30	29	25	19	2780862	2776692	2765837	2758469	2678859	2467920	37	403563	2778764	142934	93862	7	13	0.97
13415_2#87	13415_2#87.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	35	27	25	24	15	2779979	2775387	2754716	2740428	2720726	2429519	40	403640	2778542	150647	110927	6	11	1.04
13415_2#88	13415_2#88.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	28	26	25	24	16	2747978	2745833	2741264	2734155	2713082	2422735	29	409788	2746561	150715	108146	6	12	0.80
13415_2#89	13415_2#89.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	49	42	35	32	27	18	2896058	2892045	2873372	2856492	2779799	2450490	46	269449	2894832	146641	100806	8	14	1.90
13415_2#90	13415_2#90.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	57	31	27	27	24	15	2825152	2811560	2802356	2802356	2747132	2386034	43	371463	2819673	156284	86806	6	11	0.89
13415_2#91	13415_2#91.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	37	34	33	26	19	2817953	2814371	2806199	2797346	2679434	2416228	40	403229	2816667	125483	66816	6	14	1.21
13415_2#95	13415_2#95.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	27	25	25	22	16	2777224	2774785	2770237	2770237	2703479	2476797	29	531217	2776042	162066	89213	5	11	0.61
13415_3#13	13415_3#13.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	17	15	15	14	11	2835234	2824707	2819474	2819474	2799219	2699133	19	1076731	2826622	222119	161368	3	6	0.74
13415_3#14	13415_3#14.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	19	15	14	14	13	10	2824784	2822706	2821009	2821009	2800752	2700942	16	1076633	2823695	292006	161368	3	6	0.57
13415_3#15	13415_3#15.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	30	28	27	25	15	2810569	2807814	2803238	2796027	2761861	2395550	33	296570	2810259	156297	112431	7	12	0.60
13415_3#16	13415_3#16.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	22	16	14	14	13	10	2826926	2823902	2821194	2821194	2800923	2701054	18	768036	2825407	308652	161398	3	6	0.64
14200_6#18	14200_6#18.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	22	21	20	16	12	2780294	2778093	2775518	2769953	2680340	2550399	23	781788	2778806	253564	137507	3	7	0.61
14200_6#24	14200_6#24.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	34	29	28	23	15	2835274	2834027	2822956	2815826	2732127	2452414	35	479582	2834915	219800	107707	5	10	0.85
14200_6#27	14200_6#27.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	43	34	31	26	17	2845733	2842737	2816544	2797742	2702537	2373458	46	456945	2844987	125456	66182	7	13	0.81
14200_6#2	14200_6#2.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	34	29	27	22	16	2848555	2846132	2830068	2816465	2725372	2501496	35	335103	2846670	150777	100823	6	11	0.70
14200_6#38	14200_6#38.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	19	14	13	12	9	7	2818184	2815657	2814526	2805639	2754044	2682962	16	1051242	2816937	622597	194186	2	4	0.46
14200_6#40	14200_6#40.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	30	29	29	24	16	2815235	2812602	2810683	2810683	2730902	2424085	32	531492	2813713	146407	92733	6	12	0.71
14200_6#42	14200_6#42.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	28	27	26	25	17	2784820	2782397	2780465	2775095	2754022	2458540	30	437109	2784129	145923	87734	6	12	0.54
14200_6#43	14200_6#43.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	21	16	15	12	9	2785639	2782530	2769225	2761129	2703211	2604139	24	1043238	2784826	749462	163033	2	4	0.97
14200_6#44	14200_6#44.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	31	27	26	24	15	2790137	2788921	2780077	2774832	2738606	2373872	32	531627	2789780	150800	81381	5	11	0.57
14200_6#48	14200_6#48.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	38	35	33	28	18	2784262	2781291	2774131	2760275	2663571	2261994	40	385371	2782686	117506	67675	8	15	0.79
14200_6#4	14200_6#4.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	32	28	27	25	15	2788555	2786922	2776545	2769416	2736621	2371113	34	403468	2788555	174035	86994	6	12	0.61
14200_6#54	14200_6#54.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	30	26	25	21	17	2789602	2789602	2779066	2770695	2697831	2537138	30	403597	2789602	150588	108053	6	12	0.90
14200_6#55	14200_6#55.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	29	24	23	20	16	2760623	2755742	2743082	2737900	2678851	2523638	32	565363	2757827	146326	112262	6	11	0.62
14200_6#61	14200_6#61.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	27	24	24	22	15	2823287	2822069	2813962	2813962	2782643	2504343	28	403916	2822928	175889	124238	5	10	0.81
14200_6#68	14200_6#68.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	27	23	23	21	16	2821309	2820944	2810916	2810916	2783279	2588789	27	334295	2820944	150707	116689	7	12	0.71
14200_6#71	14200_6#71.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	55	49	38	37	29	16	2811267	2806805	2781559	2772444	2632869	2114806	53	395130	2810437	114456	53528	8	16	1.14
14200_6#76	14200_6#76.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	47	41	35	33	29	17	2774470	2771493	2754403	2740789	2673234	2263857	43	319252	2772871	124200	67665	7	14	1.19
14200_6#80	14200_6#80.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	59	51	38	36	25	17	2817089	2811737	2779354	2762285	2572054	2312676	56	321004	2815973	125541	81330	7	14	1.56
14200_6#83	14200_6#83.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	43	33	30	24	17	2840784	2837933	2808944	2785789	2670378	2448669	46	328274	2840030	143428	100878	8	14	1.51
