chromosome	TU_Id_mader2016	TU_strand_mader2016	TU_start_mader2016	TU_end_mader2016	TU_length_mader2016	TU_locus_tags_mader2016	TU_gene_names_mader2016	TU_ClcortreeUA_mader2016	TU_cds_length_mader2016	locus_tags_product_gff	locus_tags_type_gff	locus_tags_start_gff	locus_tags_end_gff	locus_tags_strand_gff	locus_tags_snpEff_locus_ids	TU_promoter_Id_mader2016	TU_promoter_start_mader2016	TU_promoter_end_mader2016	TU_promoter_length_mader2016
NCTC8325	U79	-1	212917	222397	9481	SAOUHSC_00199, SAOUHSC_00198, new_219119_219229_-1, SAOUHSC_00197, new_217722_217906_-1, SAOUHSC_00196, SAOUHSC_00195, new_214121_214245_-1, SAOUHSC_00194, SAOUHSC_00193, new_212870_213823_-1	fadX, fadE, S65, fadD, S64, fadB, fadA, S63, NA, NA, S61	UA36	8022	conserved hypothetical protein;conserved hypothetical protein;-;conserved hypothetical protein;-;conserved hypothetical protein;acetyl-CoA acetyltransferase, putative;-;hypothetical protein;hypothetical protein;-	CDS;CDS;-;CDS;-;CDS;CDS;-;CDS;CDS;-	220760;219229;-;217906;-;215459;214245;-;213949;213823;-	222338;220735;-;219118;-;217721;215430;-;214120;213931;-	-1;-1;-;-1;-;-1;-1;-;-1;-1;-	CDS_NCTC8325_220761_222338;CDS_NCTC8325_219230_220735;-;CDS_NCTC8325_217907_219118;-;CDS_NCTC8325_215460_217721;CDS_NCTC8325_214246_215430;-;CDS_NCTC8325_213950_214120;CDS_NCTC8325_213824_213931;-	U79_promoter_200bp	222397	222597	200
NCTC8325	U80	1	222650	224129	1480	new_222650_222778_1, SAOUHSC_00200	S66, NA	UA3	1143	-;membrane protein, putative	-;CDS	-;222778	-;223921	-;1	-;CDS_NCTC8325_222779_223921	U80_promoter_200bp	222450	222650	200
NCTC8325	U81	-1	224273	225767	1495	new_225648_225767_-1, SAOUHSC_00201	S67, NA	UA52	1413	-;conserved hypothetical protein	-;CDS	-;224234	-;225647	-;-1	-;CDS_NCTC8325_224235_225647	U81_promoter_200bp	225767	225967	200
NCTC8325	U82	-1	225786	227810	2025	SAOUHSC_00204, SAOUHSC_00203, new_226265_226387_-1, SAOUHSC_00202	NA, NA, S68, NA	UA43	1677	Globin domain protein;conserved hypothetical protein;-;conserved hypothetical protein	CDS;CDS;-;CDS	226619;226420;-;225907	227765;226594;-;226264	-1;-1;-;-1	CDS_NCTC8325_226620_227765;CDS_NCTC8325_226421_226594;-;CDS_NCTC8325_225908_226264	U82_promoter_200bp	227810	228010	200
NCTC8325	U83	1	228156	230521	2366	new_228158_228481_1, SAOUHSC_00206, new_229362_229501_1, SAOUHSC_00208, new_229646_230633_1	S69, ldh1, S70, NA, S71	UA43	954	-;L-lactate dehydrogenase;-;hypothetical protein;-	-;CDS;-;CDS;-	-;228481;-;229501;-	-;229291;-;229645;-	-;1;-;1;-	-;CDS_NCTC8325_228482_229291;-;CDS_NCTC8325_229502_229645;-	U83_promoter_200bp	227956	228156	200
NCTC8325	U85	1	230986	232442	1457	new_230986_231501_1, SAOUHSC_00211	S72, NA	UA3	936	-;conserved hypothetical protein	-;CDS	-;231501	-;232437	-;1	-;CDS_NCTC8325_231502_232437	U85_promoter_200bp	230786	230986	200
NCTC8325	U86	1	232544	232578	35	-	-	UA54	0	-	-	-	-	-	-	U86_promoter_200bp	232344	232544	200
NCTC8325	U87	1	239651	243560	3910	new_239650_239968_1, SAOUHSC_00220, SAOUHSC_00221, new_241662_241835_1, SAOUHSC_00222, new_243378_243605_1	S73, ispD, NA, S74, NA, S75	UA55	3235	-;conserved hypothetical protein;alcohol dehydrogenase, zinc-containing;-;tagB protein, putative;-	-;CDS;CDS;-;CDS;-	-;239968;240635;-;241835;-	-;240643;241661;-;243377;-	-;1;1;-;1;-	-;CDS_NCTC8325_239969_240643;CDS_NCTC8325_240636_241661;-;CDS_NCTC8325_241836_243377;-	U87_promoter_200bp	239451	239651	200
NCTC8325	U88	1	243654	250428	6775	new_243662_243804_1, SAOUHSC_00223, new_244975_245052_1, new_245054_245249_1, SAOUHSC_00225, SAOUHSC_00226, SAOUHSC_00227, SAOUHSC_00228	S76, tagF, S77, S78, ispD, NA, NA, NA	UA3	6319	-;teichoic acid biosynthesis protein F, putative;-;-;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein	-;CDS;-;-;CDS;CDS;CDS;CDS	-;243804;-;-;245249;245958;247005;248726	-;244974;-;-;245966;246984;248694;250451	-;1;-;-;1;1;1;1	-;CDS_NCTC8325_243805_244974;-;-;CDS_NCTC8325_245250_245966;CDS_NCTC8325_245959_246984;CDS_NCTC8325_247006_248694;CDS_NCTC8325_248727_250451	U88_promoter_200bp	243454	243654	200
NCTC8325	U89	1	245054	250445	5392	new_245054_245249_1, SAOUHSC_00225, SAOUHSC_00226, SAOUHSC_00227, SAOUHSC_00228	S78, ispD, NA, NA, NA	UA1	5149	-;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein	-;CDS;CDS;CDS;CDS	-;245249;245958;247005;248726	-;245966;246984;248694;250451	-;1;1;1;1	-;CDS_NCTC8325_245250_245966;CDS_NCTC8325_245959_246984;CDS_NCTC8325_247006_248694;CDS_NCTC8325_248727_250451	U89_promoter_200bp	244854	245054	200
NCTC8325	U90	1	250561	251329	769	SAOUHSC_00229	scdA	UA43	675	ScdA protein, putative	CDS	250590	251265	1	CDS_NCTC8325_250591_251265	U90_promoter_200bp	250361	250561	200
NCTC8325	U91	1	251469	253981	2513	SAOUHSC_00230, SAOUHSC_00231	lytS, lytR	UA3	2481	two-component sensor histidine kinase, putative;two-component response regulator, putative	CDS;CDS	251526;253268	253266;254009	1;1	CDS_NCTC8325_251527_253266;CDS_NCTC8325_253269_254009	U91_promoter_200bp	251269	251469	200
NCTC8325	U92	1	254099	255307	1209	SAOUHSC_00232, SAOUHSC_00233	lrgA, lrgB	UA56	1138	conserved hypothetical protein;holin-like protein LrgB, putative	CDS;CDS	254121;254557	254565;255259	1;1	CDS_NCTC8325_254122_254565;CDS_NCTC8325_254558_255259	U92_promoter_200bp	253899	254099	200
NCTC8325	U93	-1	255383	256115	733	SAOUHSC_00234	bglR	UA57	705	conserved hypothetical protein	CDS	255366	256071	-1	CDS_NCTC8325_255367_256071	U93_promoter_200bp	256115	256315	200
NCTC8325	U94	1	256164	258503	2340	SAOUHSC_00235, SAOUHSC_00236	NA, bglA	UA49	2229	conserved hypothetical protein;6-phospho-beta-glucosidase, putative	CDS;CDS	256219;257026	257011;258463	1;1	CDS_NCTC8325_256220_257011;CDS_NCTC8325_257027_258463	U94_promoter_200bp	255964	256164	200
NCTC8325	U95	-1	258919	259701	783	SAOUHSC_00237	NA	UA25	762	conserved hypothetical protein	CDS	258895	259657	-1	CDS_NCTC8325_258896_259657	U95_promoter_200bp	259701	259901	200
NCTC8325	U96	-1	261503	262183	681	SAOUHSC_00241	rbsU	UA58	882	conserved hypothetical protein	CDS	261268	262150	-1	CDS_NCTC8325_261269_262150	U96_promoter_200bp	262183	262383	200
NCTC8325	U97	-1	262387	263439	1053	SAOUHSC_00242	NA	UA59	999	conserved hypothetical protein	CDS	262381	263380	-1	CDS_NCTC8325_262382_263380	U97_promoter_200bp	263439	263639	200
NCTC8325	U98	1	263691	264079	389	SAOUHSC_00244	NA	UA60	393	conserved hypothetical protein	CDS	263759	264152	1	CDS_NCTC8325_263760_264152	U98_promoter_200bp	263491	263691	200
NCTC8325	U99	-1	264750	266310	1561	new_266202_266310_-1, SAOUHSC_00246, new_264705_264824_-1	S81, NA, S80	UA25	1377	-;drug transporter, putative;-	-;CDS;-	-;264824;-	-;266201;-	-;-1;-	-;CDS_NCTC8325_264825_266201;-	U99_promoter_200bp	266310	266510	200
NCTC8325	U100	1	266361	268686	2326	new_266361_266434_1, SAOUHSC_00247, new_267428_267696_1, SAOUHSC_00248	S82, NA, S83, lytM	UA25	1944	-;conserved hypothetical protein;-;peptidoglycan hydrolase, putative	-;CDS;-;CDS	-;266434;-;267752	-;267427;-;268703	-;1;-;1	-;CDS_NCTC8325_266435_267427;-;CDS_NCTC8325_267753_268703	U100_promoter_200bp	266161	266361	200
NCTC8325	U101	1	267698	268686	989	SAOUHSC_00248	lytM	UA3	951	peptidoglycan hydrolase, putative	CDS	267752	268703	1	CDS_NCTC8325_267753_268703	U101_promoter_200bp	267498	267698	200
NCTC8325	U102	-1	271618	273138	1521	SAOUHSC_00253	NA	UA60	1524	conserved hypothetical protein	CDS	271578	273102	-1	CDS_NCTC8325_271579_273102	U102_promoter_200bp	273138	273338	200
NCTC8325	U103	1	273208	274160	953	SAOUHSC_00254, SAOUHSC_00255	NA, NA	UA60	1242	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	273372;274059	274026;274647	1;1	CDS_NCTC8325_273373_274026;CDS_NCTC8325_274060_274647	U103_promoter_200bp	273008	273208	200
NCTC8325	U104	-1	274916	275721	806	SAOUHSC_00256	NA	UA17	894	conserved hypothetical protein	CDS	274789	275683	-1	CDS_NCTC8325_274790_275683	U104_promoter_200bp	275721	275921	200
NCTC8325	U105	1	275837	276183	347	new_275843_275930_1, SAOUHSC_00257	S84, esxA	UA61	294	-;conserved hypothetical protein	-;CDS	-;275930	-;276224	-;1	-;CDS_NCTC8325_275931_276224	U105_promoter_200bp	275637	275837	200
NCTC8325	U106	1	281198	281317	120	-	-	UA62	0	-	-	-	-	-	-	U106_promoter_200bp	280998	281198	200
NCTC8325	U107	1	288855	291908	3054	SAOUHSC_00269, SAOUHSC_00270, SAOUHSC_00271, new_291566_291700_1, SAOUHSC_00272	NA, NA, NA, S85, NA	UA15	2007	conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;-;conserved hypothetical protein	CDS;CDS;CDS;-;CDS	289424;290123;290953;-;291700	289916;290807;291565;-;291919	1;1;1;-;1	CDS_NCTC8325_289425_289916;CDS_NCTC8325_290124_290807;CDS_NCTC8325_290954_291565;-;CDS_NCTC8325_291701_291919	U107_promoter_200bp	288655	288855	200
NCTC8325	U109	-1	296047	297203	1157	SAOUHSC_00281, new_295925_296346_-1	NA, S88	UA43	825	conserved hypothetical protein;-	CDS;-	296346;-	297171;-	-1;-	CDS_NCTC8325_296347_297171;-	U109_promoter_200bp	297203	297403	200
NCTC8325	U111	-1	297407	298821	1415	new_298686_298818_-1, SAOUHSC_00282	S89, brnQ2	UA3	1278	-;branched-chain amino acid transport system II carrier protein	-;CDS	-;297407	-;298685	-;-1	-;CDS_NCTC8325_297408_298685	U111_promoter_200bp	298821	299021	200
NCTC8325	U112	1	299256	300170	915	SAOUHSC_00284	NA	UA3	891	5'-nucleotidase, lipoprotein e(P4) family	CDS	299298	300189	1	CDS_NCTC8325_299299_300189	U112_promoter_200bp	299056	299256	200
NCTC8325	U113	1	300333	302159	1827	new_300340_300437_1, SAOUHSC_00285, SAOUHSC_00287	S90, NA, NA	UA12	1728	-;conserved hypothetical protein;ABC transporter, ATP-binding protein, putative	-;CDS;CDS	-;300437;301499	-;301487;302177	-;1;1	-;CDS_NCTC8325_300438_301487;CDS_NCTC8325_301500_302177	U113_promoter_200bp	300133	300333	200
NCTC8325	U114	1	302318	303434	1117	new_302318_302465_1, SAOUHSC_00290	S91, pfoR	UA3	951	-;conserved hypothetical protein	-;CDS	-;302465	-;303416	-;1	-;CDS_NCTC8325_302466_303416	U114_promoter_200bp	302118	302318	200
NCTC8325	U115	-1	309511	309613	103	SAOUHSC_00295	nanA	UA4	882	N-acetylneuraminate lyase subunit, putative	CDS	308682	309564	-1	CDS_NCTC8325_308683_309564	U115_promoter_200bp	309613	309813	200
NCTC8325	U116	-1	310922	311699	778	SAOUHSC_00297	NA	UA3	801	conserved hypothetical protein	CDS	310859	311660	-1	CDS_NCTC8325_310860_311660	U116_promoter_200bp	311699	311899	200
NCTC8325	U117	-1	312588	314020	1433	SAOUHSC_00299	NA	UA36	1314	conserved hypothetical protein	CDS	312594	313908	-1	CDS_NCTC8325_312595_313908	U117_promoter_200bp	314020	314220	200
NCTC8325	U118	1	314264	316490	2227	new_314263_314325_1, SAOUHSC_00300, new_316416_316527_1	S92, geh, S93	UA58	2073	-;lipase precursor;-	-;CDS;-	-;314325;-	-;316398;-	-;1;-	-;CDS_NCTC8325_314326_316398;-	U118_promoter_200bp	314064	314264	200
NCTC8325	U119	-1	318589	318776	188	SAOUHSC_00302	NA	UA3	1200	conserved hypothetical protein	CDS	317539	318739	-1	CDS_NCTC8325_317540_318739	U119_promoter_200bp	318776	318976	200
NCTC8325	U120	1	318955	324463	5509	new_318955_319040_1, SAOUHSC_00304, new_320043_320135_1, SAOUHSC_00305, SAOUHSC_00306, SAOUHSC_00307, SAOUHSC_00308, new_323144_323301_1, new_323303_323457_1, SAOUHSC_00309	S95, NA, S96, NA, NA, NA, NA, S97, S98, NA	UA64	5036	-;conserved hypothetical protein;-;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;-;-;conserved hypothetical protein	-;CDS;-;CDS;CDS;CDS;CDS;-;-;CDS	-;319040;-;320135;320408;321198;322120;-;-;323457	-;320042;-;320408;321209;322143;323143;-;-;324483	-;1;-;1;1;1;1;-;-;1	-;CDS_NCTC8325_319041_320042;-;CDS_NCTC8325_320136_320408;CDS_NCTC8325_320409_321209;CDS_NCTC8325_321199_322143;CDS_NCTC8325_322121_323143;-;-;CDS_NCTC8325_323458_324483	U120_promoter_200bp	318755	318955	200
NCTC8325	U121	1	323303	324480	1178	new_323303_323457_1, SAOUHSC_00309	S98, NA	UA12	1026	-;conserved hypothetical protein	-;CDS	-;323457	-;324483	-;1	-;CDS_NCTC8325_323458_324483	U121_promoter_200bp	323103	323303	200
NCTC8325	U122	-1	324590	328653	4064	SAOUHSC_00313, SAOUHSC_00312, SAOUHSC_00311, SAOUHSC_00310	NA, NA, NA, ulaA	UA65	4032	conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein	CDS;CDS;CDS;CDS	326670;326222;325936;324575	328626;326666;326221;325922	-1;-1;-1;-1	CDS_NCTC8325_326671_328626;CDS_NCTC8325_326223_326666;CDS_NCTC8325_325937_326221;CDS_NCTC8325_324576_325922	U122_promoter_200bp	328653	328853	200
NCTC8325	U124	1	328797	330362	1566	SAOUHSC_00314, new_329258_329363_1, SAOUHSC_00315	mepR, S99, mepA	UA3	1776	conserved hypothetical protein;-;conserved hypothetical protein	CDS;-;CDS	328837;-;329363	329257;-;330719	1;-;1	CDS_NCTC8325_328838_329257;-;CDS_NCTC8325_329364_330719	U124_promoter_200bp	328597	328797	200
NCTC8325	U125	-1	332665	332755	91	-	-	UA14	0	-	-	-	-	-	-	U125_promoter_200bp	332755	332955	200
NCTC8325	U126	1	332948	335564	2617	SAOUHSC_00318, SAOUHSC_00319, SAOUHSC_00320	NA, NA, NA	UA12	2556	conserved hypothetical protein;conserved hypothetical protein;NADPH-dependent FMN reductase, putative	CDS;CDS;CDS	333011;333951;335026	333938;335013;335593	1;1;1	CDS_NCTC8325_333012_333938;CDS_NCTC8325_333952_335013;CDS_NCTC8325_335027_335593	U126_promoter_200bp	332748	332948	200
NCTC8325	U127	-1	335674	336675	1002	SAOUHSC_00322	NA	UA3	996	conserved hypothetical protein	CDS	335652	336648	-1	CDS_NCTC8325_335653_336648	U127_promoter_200bp	336675	336875	200
NCTC8325	U128	1	337010	337604	595	SAOUHSC_00324	NA	UA6	546	ribosomal-protein-serine acetyltransferase, putative	CDS	337066	337612	1	CDS_NCTC8325_337067_337612	U128_promoter_200bp	336810	337010	200
NCTC8325	U129	-1	341692	342712	1021	SAOUHSC_00329, new_342403_342463_-1, SAOUHSC_00328, new_341650_341745_-1	NA, S101, tatC, S100	UA67	882	mttA/Hcf106 family protein-related protein;-;conserved hypothetical protein;-	CDS;-;CDS;-	342463;-;341745;-	342688;-;342402;-	-1;-;-1;-	CDS_NCTC8325_342464_342688;-;CDS_NCTC8325_341746_342402;-	U129_promoter_200bp	342712	342912	200
NCTC8325	U130	-1	341692	343245	1554	new_343178_343239_-1, SAOUHSC_00330, new_342714_342787_-1, SAOUHSC_00329, new_342403_342463_-1, SAOUHSC_00328, new_341650_341745_-1	S103, NA, S102, NA, S101, tatC, S100	UA3	1272	-;conserved hypothetical protein;-;mttA/Hcf106 family protein-related protein;-;conserved hypothetical protein;-	-;CDS;-;CDS;-;CDS;-	-;342787;-;342463;-;341745;-	-;343177;-;342688;-;342402;-	-;-1;-;-1;-;-1;-	-;CDS_NCTC8325_342788_343177;-;CDS_NCTC8325_342464_342688;-;CDS_NCTC8325_341746_342402;-	U130_promoter_200bp	343245	343445	200
NCTC8325	U131	1	343392	345781	2390	SAOUHSC_00331, SAOUHSC_00332, SAOUHSC_00333, SAOUHSC_00334	NA, NA, NA, NA	UA68	2386	conserved hypothetical protein;conserved hypothetical protein;ABC transporter, ATP-binding protein, putative;conserved hypothetical protein	CDS;CDS;CDS;CDS	343417;343617;344355;345197	343621;344331;345198;345827	1;1;1;1	CDS_NCTC8325_343418_343621;CDS_NCTC8325_343618_344331;CDS_NCTC8325_344356_345198;CDS_NCTC8325_345198_345827	U131_promoter_200bp	343192	343392	200
NCTC8325	U132	-1	346214	347370	1157	SAOUHSC_00335	ltrA	UA3	1134	conserved hypothetical protein	CDS	346193	347327	-1	CDS_NCTC8325_346194_347327	U132_promoter_200bp	347370	347570	200
NCTC8325	U133	1	347618	349045	1428	new_347617_347865_1, SAOUHSC_00336	S104, thl	UA8	1182	-;acetyl-CoA acetyltransferase, putative	-;CDS	-;347865	-;349047	-;1	-;CDS_NCTC8325_347866_349047	U133_promoter_200bp	347418	347618	200
NCTC8325	U134	-1	349121	356261	7141	SAOUHSC_00341, SAOUHSC_00340, SAOUHSC_00339, SAOUHSC_00338, SAOUHSC_00337	metI, metC, metH, metE, NA	UA69	7049	conserved hypothetical protein;trans-sulfuration enzyme family protein;conserved hypothetical protein;5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase;conserved hypothetical protein	CDS;CDS;CDS;CDS;CDS	355116;353959;352149;349924;349129	356220;355120;353991;352153;349882	-1;-1;-1;-1;-1	CDS_NCTC8325_355117_356220;CDS_NCTC8325_353960_355120;CDS_NCTC8325_352150_353991;CDS_NCTC8325_349925_352153;CDS_NCTC8325_349130_349882	U134_promoter_200bp	356261	356461	200
NCTC8325	U135	-1	356278	356694	417	new_356286_356686_-1	S106	UA6	0	-	-	-	-	-	-	U135_promoter_200bp	356694	356894	200
NCTC8325	U136	1	356843	360129	3287	SAOUHSC_00342, new_357749_357885_1, SAOUHSC_00344, SAOUHSC_00345, SAOUHSC_00346	NA, S107, NA, NA, ychF	UA3	3030	chromosome partioning protein, ParB family, putative;-;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein	CDS;-;CDS;CDS;CDS	356883;-;357885;358796;359011	357729;-;358767;359000;360109	1;-;1;1;1	CDS_NCTC8325_356884_357729;-;CDS_NCTC8325_357886_358767;CDS_NCTC8325_358797_359000;CDS_NCTC8325_359012_360109	U136_promoter_200bp	356643	356843	200
NCTC8325	U137	1	357749	360129	2381	new_357749_357885_1, SAOUHSC_00344, SAOUHSC_00345, SAOUHSC_00346	S107, NA, NA, ychF	UA3	2184	-;conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein	-;CDS;CDS;CDS	-;357885;358796;359011	-;358767;359000;360109	-;1;1;1	-;CDS_NCTC8325_357886_358767;CDS_NCTC8325_358797_359000;CDS_NCTC8325_359012_360109	U137_promoter_200bp	357549	357749	200
NCTC8325	U139	-1	360052	360413	362	SAOUHSC_00347	NA	UA71	192	conserved hypothetical protein	CDS	360194	360386	-1	CDS_NCTC8325_360195_360386	U139_promoter_200bp	360413	360613	200
NCTC8325	U140	1	360532	361744	1213	new_360532_360629_1, SAOUHSC_00348, SAOUHSC_00349, SAOUHSC_00350	S108, rpsF, ssb, rpsR	UA3	1044	-;ribosomal protein S6;bacteriophage L54a, single-stranded DNA binding protein;ribosomal protein S18	-;CDS;CDS;CDS	-;360629;360946;361501	-;360926;361450;361744	-;1;1;1	-;CDS_NCTC8325_360630_360926;CDS_NCTC8325_360947_361450;CDS_NCTC8325_361502_361744	U140_promoter_200bp	360332	360532	200
NCTC8325	U142	-1	361973	362011	39	-	-	UA73	0	-	-	-	-	-	-	U142_promoter_200bp	362011	362211	200
NCTC8325	U143	1	365345	366623	1279	new_365348_365422_1, SAOUHSC_00356, new_365996_366072_1, new_366074_366638_1	S110, NA, S111, S112	UA74	573	-;conserved hypothetical protein;-;-	-;CDS;-;-	-;365422;-;-	-;365995;-;-	-;1;-;-	-;CDS_NCTC8325_365423_365995;-;-	U143_promoter_200bp	365145	365345	200
NCTC8325	U144	-1	366138	366461	324	new_366397_366461_-1, SAOUHSC_00357	S113, NA	UA75	264	-;conserved hypothetical protein	-;CDS	-;366132	-;366396	-;-1	-;CDS_NCTC8325_366133_366396	U144_promoter_200bp	366461	366661	200
NCTC8325	U145	1	366640	366946	307	SAOUHSC_00358	NA	UA76	252	conserved hypothetical protein	CDS	366695	366947	1	CDS_NCTC8325_366696_366947	U145_promoter_200bp	366440	366640	200
NCTC8325	U146	1	367184	367677	494	SAOUHSC_00359	NA	UA3	582	phosphoglycerate mutase family protein	CDS	367372	367954	1	CDS_NCTC8325_367373_367954	U146_promoter_200bp	366984	367184	200
NCTC8325	U147	-1	367158	367220	63	-	-	UA77	0	-	-	-	-	-	-	U147_promoter_200bp	367220	367420	200
NCTC8325	U148	-1	368025	368448	424	SAOUHSC_00360	NA	UA78	384	conserved hypothetical protein	CDS	368019	368403	-1	CDS_NCTC8325_368020_368403	U148_promoter_200bp	368448	368648	200
NCTC8325	U149	-1	368569	369656	1088	SAOUHSC_00363, new_369285_369356_-1, SAOUHSC_00362	NA, S114, NA	UA3	921	conserved hypothetical protein;-;conserved hypothetical protein	CDS;-;CDS	369356;-;368657	369650;-;369284	-1;-;-1	CDS_NCTC8325_369357_369650;-;CDS_NCTC8325_368658_369284	U149_promoter_200bp	369656	369856	200
NCTC8325	U150	1	371900	371961	62	-	-	UA72	0	-	-	-	-	-	-	U150_promoter_200bp	371700	371900	200
NCTC8325	U151	-1	369657	371935	2279	new_371838_371935_-1, SAOUHSC_00365, SAOUHSC_00364	S115, ahpC, ahpF	UA79	2094	-;alkyl hydroperoxide reductase;alkyl hydroperoxide reductase, subunit F, putative	-;CDS;CDS	-;371267;369728	-;371837;371252	-;-1;-1	-;CDS_NCTC8325_371268_371837;CDS_NCTC8325_369729_371252	U151_promoter_200bp	371935	372135	200
NCTC8325	U152	1	372284	373083	800	SAOUHSC_00366	nfrA	UA80	756	NAD(P)H-flavin oxidoreductase, putative	CDS	372328	373084	1	CDS_NCTC8325_372329_373084	U152_promoter_200bp	372084	372284	200
NCTC8325	U153	-1	373159	374609	1451	SAOUHSC_00367	tcyP	UA37	1389	conserved hypothetical protein	CDS	373164	374553	-1	CDS_NCTC8325_373165_374553	U153_promoter_200bp	374609	374809	200
NCTC8325	U154	-1	373159	375299	2141	new_374611_375299_-1, SAOUHSC_00367	S116, tcyP	UA81	1389	-;conserved hypothetical protein	-;CDS	-;373164	-;374553	-;-1	-;CDS_NCTC8325_373165_374553	U154_promoter_200bp	375299	375499	200
NCTC8325	U155	-1	374723	375344	622	new_374611_375299_-1	S116	UA20	0	-	-	-	-	-	-	U155_promoter_200bp	375344	375544	200
NCTC8325	U156	-1	375420	376525	1106	SAOUHSC_00369, new_375392_375529_-1	NA, S117	UA82	957	conserved hypothetical protein;-	CDS;-	375529;-	376486;-	-1;-	CDS_NCTC8325_375530_376486;-	U156_promoter_200bp	376525	376725	200
NCTC8325	U157	-1	375437	377290	1854	SAOUHSC_00370, new_376527_376603_-1, SAOUHSC_00369, new_375392_375529_-1	NA, S118, NA, S117	UA9	1620	conserved hypothetical protein;-;conserved hypothetical protein;-	CDS;-;CDS;-	376603;-;375529;-	377266;-;376486;-	-1;-;-1;-	CDS_NCTC8325_376604_377266;-;CDS_NCTC8325_375530_376486;-	U157_promoter_200bp	377290	377490	200
NCTC8325	U158	-1	375437	377867	2431	SAOUHSC_00371, new_377292_377364_-1, SAOUHSC_00370, new_376527_376603_-1, SAOUHSC_00369, new_375392_375529_-1	NA, S119, NA, S118, NA, S117	UA12	2028	conserved hypothetical protein;-;conserved hypothetical protein;-;conserved hypothetical protein;-	CDS;-;CDS;-;CDS;-	377408;-;376603;-;375529;-	377816;-;377266;-;376486;-	-1;-;-1;-;-1;-	CDS_NCTC8325_377409_377816;-;CDS_NCTC8325_376604_377266;-;CDS_NCTC8325_375530_376486;-	U158_promoter_200bp	377867	378067	200
NCTC8325	U159	1	377988	383232	5245	new_377988_378328_1, SAOUHSC_00372, SAOUHSC_00373, SAOUHSC_00374, SAOUHSC_00375	S120, xpt, pbuX, guaB, guaA	UA3	4856	-;xanthine phosphoribosyltransferase;xanthine permease, putative;inosine-5'-monophosphate dehydrogenase;GMP synthase, putative	-;CDS;CDS;CDS;CDS	-;378328;378906;380212;381703	-;378907;380175;381679;383245	-;1;1;1;1	-;CDS_NCTC8325_378329_378907;CDS_NCTC8325_378907_380175;CDS_NCTC8325_380213_381679;CDS_NCTC8325_381704_383245	U159_promoter_200bp	377788	377988	200
NCTC8325	U160	-1	383308	384260	953	new_383895_384260_-1, SAOUHSC_00376	S122, NA	UA18	537	-;conserved hypothetical protein	-;CDS	-;383357	-;383894	-;-1	-;CDS_NCTC8325_383358_383894	U160_promoter_200bp	384260	384460	200
NCTC8325	U162	-1	386606	387864	1259	SAOUHSC_00382, SAOUHSC_00381	NA, NA	UA84	1206	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	386976;386598	387822;386958	-1;-1	CDS_NCTC8325_386977_387822;CDS_NCTC8325_386599_386958	U162_promoter_200bp	387864	388064	200
NCTC8325	U163	1	388485	388944	460	-	-	UA12	0	-	-	-	-	-	-	U163_promoter_200bp	388285	388485	200
